he,4,和何喝赫吓贺荷鹤壑褐
hei,1,黑嘿嗨
hen,2,痕
hen,3,很狠
hen,4,恨
heng,1,哼亨
heng,2,行横衡恒蘅珩桁
heng,4,横
hng,5,哼
hong,1,轰哄烘薨訇
hong,2,红洪鸿宏虹弘泓闳蕻黉荭
hong,3,哄
hong,4,哄讧蕻
hou,2,侯喉猴瘊篌糇骺
hou,3,吼
hou,4,后候後厚侯逅堠鲎
hu,1,乎呼戏忽糊惚唿滹轷烀
hu,2,和胡湖糊核壶狐葫弧蝴囫瑚斛鹄醐猢槲鹕觳煳鹘
hu,3,虎浒唬琥
hu,4,护户互糊虎沪祜扈戽笏岵怙瓠鹱冱
hua,1,华化花哗砉
hua,2,华划滑哗豁猾骅铧
hua,4,话华化划画桦
huai,2,怀徊淮槐踝
huai,4,坏
huai,5,划
huan,1,欢獾
huan,2,还环寰鬟桓圜洹郇缳锾萑
huan,3,缓
huan,4,换患幻唤宦焕痪涣浣奂擐豢漶逭鲩
huang,1,荒慌肓
huang,2,黄皇煌惶徨璜簧凰潢蝗蟥遑隍磺癀湟篁鳇
huang,3,晃恍谎幌
huang,4,晃
hui,1,挥辉灰恢徽堕诙晖麾珲咴虺隳
hui,2,回徊蛔茴洄
hui,3,毁悔虺
hui,4,会汇惠慧溃绘讳贿晦秽诲彗烩荟卉喙恚浍哕缋桧蕙蟪
hun,1,婚昏荤阍
hun,2,混魂浑馄珲
hun,4,混诨溷
huo,1,豁劐攉锪耠
huo,2,和活
huo,3,火伙夥钬
huo,4,和或获货祸惑霍豁藿嚯镬蠖
ji,1,其几期机基击奇激积鸡迹绩饥缉圾姬矶肌讥叽稽畸跻羁嵇唧畿齑箕屐剞玑赍犄墼芨丌咭笄乩
ji,2,革及即辑级极集急籍吉疾嫉藉脊棘汲岌笈瘠诘亟楫蒺殛佶戢嵴蕺
ji,3,几给己革济纪挤脊戟虮掎麂
ji,4,记系计济寄际技纪继既齐季寂祭忌剂冀妓骥蓟悸伎暨霁稷偈鲫髻觊荠跽哜鲚洎芰
jia,1,家加佳夹嘉茄挟枷珈迦伽浃痂笳葭镓袈跏
jia,2,夹颊戛荚郏恝铗袷蛱
jia,3,假角脚甲搅贾缴绞饺矫佼狡剿侥皎胛铰挢岬徼湫敫钾嘏瘕
jia,4,价假架驾嫁稼
jia,5,家
jian,1,间坚监渐兼艰肩浅尖奸溅煎歼缄笺菅蒹搛湔缣戋犍鹣鲣鞯
jian,3,简减检剪捡拣俭碱茧柬蹇謇硷睑锏枧戬谫囝裥笕翦趼
jian,4,见间件建监渐健剑键荐鉴践舰箭贱溅槛谏僭涧饯毽锏楗腱牮踺
jiang,1,将江疆姜浆僵缰茳礓豇
jiang,3,讲奖蒋桨耩
jiang,4,将强降酱浆虹匠犟绛洚糨
jiao,1,教交焦骄郊胶椒娇浇姣跤蕉礁鲛僬鹪蛟艽茭
jiao,2,嚼矫峤
jiao,3,角脚搅缴绞饺矫佼狡剿侥皎挢徼湫敫铰
jiao,4,教觉校叫较轿嚼窖酵噍峤徼醮
jie,1,接结节街阶皆揭楷嗟秸疖喈
jie,2,结节杰捷截洁劫竭睫桔拮孑诘桀碣偈颉讦婕羯鲒
jie,3,解姐
jie,4,界解价介借戒届藉诫芥疥蚧骱
jie,5,家价
jin,1,今金禁津斤筋巾襟矜衿
jin,3,尽仅紧谨锦瑾馑卺廑堇槿
jin,4,进近尽仅禁劲晋浸靳缙烬噤觐荩赆妗
jing,1,经京精惊睛晶荆兢鲸泾旌茎腈菁粳
jing,3,警景井颈憬阱儆刭肼
jing,4,经境竟静敬镜劲竞净径靖痉迳胫弪婧獍靓
jiong,1,扃
jiong,3,窘炯迥炅
jiu,1,究纠揪鸠赳啾阄鬏
jiu,3,九酒久韭灸玖
jiu,4,就旧救疚舅咎臼鹫僦厩桕柩
ju,1,车据且居俱拘驹鞠锯趄掬疽裾苴椐锔狙琚雎鞫
ju,2,局菊桔橘锔
ju,3,举柜矩咀沮踽龃榉莒枸
ju,4,据句具剧巨聚拒距俱惧沮瞿锯炬趄飓踞遽倨钜犋屦榘窭讵醵苣
juan,1,捐圈娟鹃涓镌蠲
juan,3,卷锩
juan,4,圈卷俊倦眷隽绢狷桊鄄
jue,1,嗟撅噘
jue,2,觉绝决角脚嚼掘诀崛爵抉倔獗厥蹶攫谲矍孓橛噱珏桷劂爝镢蕨觖
jue,3,蹶
jue,4,倔
jun,1,军均君钧筠龟菌皲麇
jun,4,俊峻隽菌郡骏竣捃浚
ka,1,咖喀咔
ka,3,卡咯咔佧胩
kai,1,开揩锎
kai,3,慨凯铠楷恺蒈剀垲锴
kai,4,忾
kan,1,看刊堪勘龛戡
kan,3,侃砍坎槛阚莰
kan,4,看嵌瞰阚
kang,1,康慷糠闶
kang,2,扛
kang,4,抗炕亢伉闶钪
kao,1,尻
kao,3,考烤拷栲
kao,4,靠铐犒
ke,1,科颗柯呵棵苛磕坷嗑瞌轲稞疴蝌钶窠颏珂髁
ke,2,咳壳颏
ke,3,可渴坷轲岢
ke,4,可克客刻课恪嗑溘骒缂氪锞蚵
ken,3,肯恳啃垦龈
ken,4,裉
keng,1,坑吭铿
kong,1,空倥崆箜
kong,3,恐孔倥
kong,4,空控
kou,1,抠芤眍
kou,3,口
kou,4,扣寇叩蔻筘
ku,1,哭枯窟骷刳堀
ku,3,苦
ku,4,库裤酷喾绔
kua,1,夸
kua,3,垮侉
kua,4,跨挎胯
kuai,3,蒯
kuai,4,会快块筷脍哙侩狯浍郐
kuan,1,宽髋
kuan,3,款
kuang,1,框筐匡哐诓
kuang,2,狂诳
kuang,3,夼
kuang,4,况矿框旷眶邝圹纩贶
kui,1,亏窥盔岿悝
kui,2,魁睽逵葵奎馗夔喹隗暌揆蝰
kui,3,傀跬
kui,4,愧溃馈匮喟聩篑蒉愦
kun,1,昆坤鲲锟醌琨髡
kun,3,捆悃阃
kun,4,困
kuo,4,括适阔扩廓栝蛞
la,1,拉啦喇垃邋
la,2,拉喇旯砬
la,3,拉喇
la,4,落拉辣腊蜡剌瘌
la,5,蓝啦
lai,2,来莱徕涞崃铼
lai,4,赖睐癞籁赉濑
lan,2,兰蓝栏拦篮澜婪岚斓阑褴镧谰
lan,3,懒览揽榄缆漤罱
lan,4,烂滥
lang,1,啷
lang,2,狼郎廊琅螂榔锒稂阆
lang,3,朗
lang,4,浪郎莨蒗阆
lao,1,捞
lao,2,劳牢唠崂铹痨醪
lao,3,老姥佬潦栳铑
lao,4,落络唠烙酪涝耢
le,1,肋
le,4,乐勒仂叻泐鳓
le,5,了
lei,1,勒擂
lei,2,累雷擂羸镭嫘缧檑
lei,3,累蕾垒磊儡诔耒
lei,4,类泪累擂肋酹
lei,5,嘞
leng,1,棱
leng,2,楞棱塄
leng,3,冷
leng,4,愣
li,1,哩
li,2,离丽黎璃漓狸梨篱犁厘罹藜骊蜊黧缡喱鹂嫠蠡鲡蓠
li,3,里理李礼哩鲤俚逦娌悝澧锂蠡醴鳢
li,4,力利立历例丽励厉莉笠粒俐栗隶吏沥雳莅戾俪砺痢郦詈荔枥呖唳猁溧砾栎轹傈坜苈疠疬蛎鬲篥粝跞藓
li,5,璃哩
lia,3,俩
lian,2,联连怜莲廉帘涟镰裢濂臁奁蠊鲢
lian,3,脸敛琏蔹裣
lian,4,练恋炼链殓楝潋
liang,2,量良梁凉粮粱踉莨椋墚
liang,3,两俩魉
liang,4,量亮辆凉谅晾踉靓
liao,1,撩撂
liao,2,聊疗辽僚寥撩撂缭寮燎嘹獠鹩
liao,3,了潦燎蓼钌
liao,4,了料廖镣撩撂尥钌
lie,1,咧
lie,3,裂咧
lie,4,列烈裂劣猎趔冽洌捩埒躐鬣
lie,5,咧
lin,2,林临秘邻琳淋霖麟鳞磷嶙辚粼遴啉瞵
lin,3,凛懔檩廪
lin,4,淋吝躏赁蔺膦
ling,1,拎
ling,2,令灵零龄凌玲铃陵伶聆囹棱菱苓翎棂瓴绫酃泠羚蛉柃鲮
ling,3,领令岭
ling,4,令另呤
liu,1,溜熘
liu,2,留流刘瘤榴浏硫琉遛馏镏旒骝鎏
liu,3,柳绺锍
liu,4,六陆溜碌遛馏镏鹨
lo,5,咯
long,1,隆
long,2,龙隆笼胧咙聋珑窿茏栊泷砻癃
long,3,笼拢垄陇垅
long,4,弄
lou,1,搂
lou,2,楼喽偻娄髅蝼蒌耧
lou,3,搂篓嵝
lou,4,露陋漏镂瘘
lou,5,喽
lu,1,噜撸
lu,2,卢炉庐芦颅泸轳鲈垆胪鸬舻栌
lu,3,鲁芦卤虏掳橹镥
lu,4,六路陆录露绿鹿碌禄辘麓赂漉戮簏鹭潞璐辂渌蓼逯
lu,5,轳氇
lv,3,旅履屡侣缕吕捋铝偻褛膂稆
lv,4,律绿率虑滤氯
lv,5,驴榈闾
luan,2,峦挛孪栾銮滦鸾娈脔
luan,3,卵
luan,4,乱
lue:,3,掠
lue:,4,略掠锊
lun,1,抡
lun,2,论轮伦沦仑抡囵纶
lun,4,论
luo,1,落罗捋
luo,2,罗逻萝螺锣箩骡猡椤脶镙
luo,3,裸倮蠃瘰
luo,4,落络洛骆咯摞烙珞泺漯荦硌雒
luo,5,罗
m,2,呒
ma,1,妈麻摩抹蚂嬷
ma,2,吗麻蟆
ma,3,马吗码玛蚂犸
ma,4,骂蚂唛杩
ma,5,么吗嘛
mai,2,埋霾
mai,3,买荬
mai,4,卖麦迈脉劢
man,1,颟
man,2,埋蛮馒瞒蔓谩鳗鞔
man,3,满螨
man,4,慢漫曼蔓谩墁幔缦熳镘
mang,2,忙茫盲芒氓邙硭
mang,3,莽蟒漭
mao,1,猫
mao,2,毛猫矛茅髦锚牦旄蝥蟊茆
mao,3,卯铆峁泖昴
mao,4,冒贸帽貌茂耄瑁懋袤瞀
me,5,么麽
mei,2,没眉梅媒枚煤霉玫糜酶莓嵋湄楣猸镅鹛
mei,3,美每镁浼
mei,4,妹魅昧谜媚寐袂
men,1,闷
men,2,门扪钔
men,4,闷懑焖
men,5,们
meng,1,蒙
meng,2,蒙盟朦氓萌檬瞢甍礞虻艨
meng,3,蒙猛勐懵蠓蜢锰艋
meng,4,梦孟
mi,1,眯咪
mi,2,迷弥谜靡糜醚麋猕祢縻蘼
mi,3,米眯靡弭敉脒芈
mi,4,密秘觅蜜谧泌汨宓幂嘧糸
mian,2,棉眠绵
mian,3,免缅勉腼冕娩渑湎沔眄黾
mian,4,面
miao,1,喵
miao,2,描苗瞄鹋
miao,3,秒渺藐缈淼杪邈眇
miao,4,妙庙缪
mie,1,乜咩
mie,4,灭蔑篾蠛
min,2,民珉岷缗玟苠
min,3,敏悯闽泯皿抿闵愍黾鳘
ming,2,名明鸣盟铭冥茗溟瞑暝螟
ming,3,酩
ming,4,命
miu,4,谬缪
mo,1,摸
mo,2,无模麽磨摸摩魔膜蘑馍摹谟嫫
mo,3,抹
mo,4,没万默莫末冒磨寞漠墨抹陌脉嘿沫蓦茉貉秣镆殁瘼耱貊貘
mou,1,哞
mou,2,谋牟眸缪鍪蛑侔
mou,3,某
mu,2,模毪
mu,3,母姆姥亩拇牡
mu,4,目木幕慕牧墓募暮牟穆睦沐坶苜仫钼
n,2,嗯唔
n,3,嗯唔
n,4,嗯
na,1,那南
na,2,拿镎
na,3,那哪
na,4,那呢纳娜呐捺钠肭衲
na,5,哪呐
nai,3,哪乃奶氖艿
nai,4,奈耐鼐佴萘柰
nan,1,囝囡
nan,2,难南男楠喃
nan,3,腩蝻赧
nan,4,难
nang,1,囊囔
nang,2,囊馕
nang,3,馕攮曩
nao,1,孬
nao,2,努挠呶猱铙硇蛲
nao,3,脑恼瑙垴
nao,4,闹淖
ne,2,哪
ne,4,呢呐讷
ne,5,呢呐
nei,3,哪馁
nei,4,那内
nen,4,嫩恁
neng,2,能
ng,2,嗯唔
ng,3,嗯唔
ng,4,嗯
ni,1,妮
ni,2,呢尼泥倪霓坭猊怩铌鲵
ni,3,你拟旎祢
ni,4,泥尿逆匿腻昵溺睨慝伲
nian,1,蔫拈
nian,2,年粘黏鲇鲶
nian,3,碾捻撵辇
nian,4,念廿酿埝
niang,2,娘酿
niang,4,酿
niao,3,鸟袅嬲茑
niao,4,尿溺脲
nie,1,捏
nie,4,涅聂孽蹑嗫啮镊镍乜陧颞臬蘖
nin,2,您恁
ning,2,宁凝拧咛狞柠苎甯聍
ning,3,拧
ning,4,宁拧泞佞
niu,1,妞
niu,2,牛
niu,3,纽扭钮狃忸
niu,4,拗
nong,2,农浓侬哝脓
nong,4,弄
nou,4,耨
nu,2,奴孥驽
nu,3,努弩胬
nu,4,怒
nv,3,女钕
nv,4,恧衄
nuan,3,暖
nue:,4,虐疟
nuo,2,娜挪傩
nuo,4,诺懦糯喏搦锘
o,1,噢喔
o,2,哦
o,4,哦
ou,1,区欧殴鸥讴瓯沤
ou,3,偶呕藕耦
ou,4,呕沤怄
pa,1,派扒趴啪葩
pa,2,爬扒耙杷钯筢
pa,4,怕帕
pa,5,琶
pai,1,拍
pai,2,排牌徘俳
pai,3,排迫
pai,4,派湃蒎哌
pan,1,番攀潘扳
pan,2,般盘胖磐蹒爿蟠
pan,4,判盼叛畔拚襻袢泮
pang,1,乓膀滂
pang,2,旁庞膀磅彷螃逄
pang,3,耪
pang,4,胖
pao,1,炮抛泡脬
pao,2,跑炮袍刨咆狍匏庖
pao,3,跑
pao,4,炮泡疱
pei,1,呸胚醅
pei,2,陪培赔裴锫
pei,4,配佩沛辔帔旆霈
pen,1,喷
pen,2,盆湓
pen,4,喷
peng,1,烹抨砰澎怦嘭
peng,2,朋鹏彭棚蓬膨篷澎硼堋蟛
peng,3,捧
peng,4,碰
pi,1,批坏披辟劈坯霹噼丕纰砒邳铍
pi,2,皮疲啤脾琵毗郫鼙裨埤陴芘枇罴铍陂蚍蜱貔
pi,3,否匹劈痞癖圮擗吡庀仳疋
pi,4,屁辟僻譬媲淠甓睥
pian,1,片篇偏翩扁犏
pian,2,便蹁缏胼骈
pian,3,谝
pian,4,片骗
piao,1,漂飘剽缥螵
piao,2,朴瓢嫖
piao,3,漂瞟缥殍莩
piao,4,票漂骠嘌
pie,1,撇瞥氕
pie,3,撇丿苤
pin,1,拼拚姘
pin,2,贫频苹嫔颦
pin,3,品榀
pin,4,聘牝
ping,1,乒娉俜
ping,2,平评瓶凭萍屏冯苹坪枰鲆
po,1,颇坡泊朴泼陂泺攴钋
po,2,繁婆鄱皤
po,3,叵钷笸
po,4,破迫朴魄粕珀
pou,1,剖
pou,2,裒掊
pou,3,掊
pu,1,铺扑仆噗
pu,2,葡蒲仆脯菩匍璞濮莆镤
pu,3,普堡朴谱浦溥埔圃氆镨蹼
pu,4,暴铺堡曝瀑
qi,1,期七妻欺缉戚凄漆栖沏蹊嘁萋槭柒欹桤
qi,2,其奇棋齐旗骑歧琪祈脐祺祁崎琦淇岐荠俟耆芪颀圻骐畦亓萁蕲畦蛴蜞綦鳍麒
qi,3,起企启岂乞稽绮杞芑屺綮
qi,4,气妻器汽齐弃泣契迄砌憩汔亟讫葺碛
qia,1,掐伽葜袷
qia,3,卡
qia,4,恰洽髂
qian,1,千签牵迁谦铅骞悭芊愆阡仟岍扦佥搴褰钎
qian,2,前钱潜乾虔钳掮黔荨钤犍箝鬈
qian,3,浅遣谴缱肷
qian,4,欠歉纤嵌倩堑茜芡慊椠
qiang,1,将枪抢腔呛锵跄羌戕戗镪蜣锖
